Name,URL,PVP,PAI,PVP sin DescuentoCategory,Subcategory1,Subcategory2Noctua-NH-U9B-SE2,https://www.pccomponentes.com/noctua-nh-u9b-se2,nan,NH-U9B SE2,"4,71612E+12",No,"64,10€","52,98€","74,18€",Componentes,Ventilación,Ventiladores CPU
Eaton-Ellipse-ECO-SAI-800VA-500W,https://www.pccomponentes.com/eaton-ellipse-eco-sai-800va-500w,nan,EL800USBDIN,"3,55334E+12",No,"153,85€","127,15€",0,Periféricos,SAIS
Sony-Cyber-Shot-DSC-W810-20MP-Rosa,https://www.pccomponentes.com/sony-cyber-shot-dsc-w810-20mp-rosa,nan,DSCW810P.CE3,"8,42725E+12",No,109€,"90,08€",0,"Audio, Foto y Vídeo",Cámaras Digitales
Kingston-DataTraveler-MicroDuo-32GB-USB-31-Tipo-C,https://www.pccomponentes.com/kingston-datatraveler-microduo-32gb-usb-31-tipo-c,nan,DTDUO3C/32GB,"7,40617E+11",No,"13,41€","11,08€",0,Periféricos,Memorias USB
Philips-Viva-Collection-HR1855-70-Licuadora-800W,https://www.pccomponentes.com/philips-viva-collection-hr1855-70-licuadora-800w,nan,HR1855/70,"8,7101E+12",No,"112,53€","93,0€",0,Electrodomésticos y Hogar,Licuadoras
EKWB-EK-CoolStream-XE-360-Triple,https://www.pccomponentes.com/ekwb-ek-coolstream-xe-360-triple,nan,"3,83005E+12","3,83111E+12",No,"109,99€","90,9€",0,Componentes,Ventilación,Refrigeración Líquida
Noctua-NH-U9DXI4,https://www.pccomponentes.com/noctua-nh-u9dxi4,nan,NH-U9DXI4,"4,71612E+12",No,"85,63€","70,77€",0,Componentes,Ventilación,Ventiladores CPU
Thunder-X3-TGM20-Alfombra-Antirodaduras,https://www.pccomponentes.com/thunder-x3-tgm20-alfombra-antirodaduras,nan,TGM20,"4,7107E+12",No,"28,99€","23,96€",0,Periféricos,Accesorios Gaming
Razer-Ornata-Chroma-Teclado-Hibrido-RGB-Reacondicionado,https://www.pccomponentes.com/razer-ornata-chroma-teclado-hibrido-rgb-reacondicionado,nan,RZ03-02041000-R311-RAS,"8,88642E+12",No,"68,80€","56,86€",0,Teclados
Apple-iPhone-SE-64GB-Gris-Espacial-Reacondicionado,https://www.pccomponentes.com/apple-iphone-se-64gb-gris-espacial-reacondicionado,nan,MLM62Y/A-RAS,"8,88463E+11",No,"374,18€","309,24€",0,Smartphones y Telefonía,Móviles y Smartphones
